x_mm,y_mm,z_mm
713.1043491060494,-81.82157588297599,0.0
712.6955807164826,-80.91059722173908,0.0
712.2974041699142,-79.99493932397884,0.0
711.9097617260602,-79.07477221043467,0.0
711.5325902550676,-78.15026363938242,0.0
711.1658215338409,-77.22157889302642,0.0
710.8093825459371,-76.28888058252421,0.0
710.4631957840785,-75.35232847280633,0.0
710.1271795529658,-74.41207932590504,0.0
709.8012482707477,-73.46828676298315,0.0
709.485312767629,-72.52110114447672,0.0
709.1792805800255,-71.57066946698689,0.0
708.8830562406147,-70.61713528110846,0.0
708.5965415590497,-69.66063861640737,0.0
708.3196358983785,-68.70131593138568,0.0
708.0522364414842,-67.7393000724836,0.0
707.7942384490614,-66.77472024803015,0.0
707.5455355077561,-65.80770201349091,0.0
707.306019769143,-64.83836727136604,0.0
707.0755821775276,-63.86683427855335,0.0
706.8541126877318,-62.89321766554774,0.0
706.6415004720548,-61.91762846420778,0.0
706.437634116468,-60.94017414369766,0.0
706.2424018060352,-59.9609586537774,0.0
706.0556914996267,-58.98008247465047,0.0
705.877391094051,-57.9976426726101,0.0
705.7073885777778,-57.01373296076568,0.0
